Geo_FIPS,year,pediatric_population,NumberED_VisitsAge0to17,NumberLowAcuityED_VisitsAge0to17,NumberAsthmaRelatedED_Visits,NumberOfInjuryRelatedVisits,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,AllPrimaryCarePatientsAge0to17,WellChildVisitsInPastYearAge0to17,AsthmaDiagnosisAge0to17,ed_visit_rate_per_1000,asthma_ed_rate,injury_rate,low_acuity_ratio,primary_care_utilization
420031916003,2018,131,74.0,40.0,13.0,1.0,12.0,84,66,6.0,564.8854961832061,99.23664122137404,7.633587786259542,0.5405405405405406,0.6412213740458015
420031916005,2017,158,91.0,48.0,26.0,1.0,10.0,88,77,13.0,575.9493670886076,164.55696202531647,6.329113924050633,0.5274725274725275,0.5569620253164557
420031916005,2018,158,86.0,51.0,15.0,1.0,10.0,87,74,13.0,544.3037974683544,94.9367088607595,6.329113924050633,0.5930232558139535,0.5506329113924051
420031916005,2019,158,71.0,41.0,12.0,2.0,9.0,90,78,12.0,449.36708860759495,75.9493670886076,12.658227848101266,0.5774647887323944,0.569620253164557
420031917001,2016,193,146.0,38.0,34.0,2.0,21.0,155,129,25.0,756.4766839378239,176.1658031088083,10.362694300518134,0.2602739726027397,0.8031088082901554
420031917001,2018,193,144.0,63.0,18.0,1.0,29.0,166,142,27.0,746.1139896373057,93.26424870466322,5.181347150259067,0.4375,0.8601036269430051
420031917001,2019,193,145.0,96.0,18.0,1.0,18.0,174,148,25.0,751.2953367875648,93.26424870466322,5.181347150259067,0.6620689655172414,0.9015544041450777
420031917002,2016,162,32.0,13.0,1.0,2.0,5.0,41,31,4.0,197.53086419753086,6.172839506172839,12.345679012345679,0.40625,0.25308641975308643
420031918001,2018,162,40.0,22.0,5.0,1.0,9.0,28,25,2.0,246.91358024691357,30.864197530864196,6.172839506172839,0.55,0.1728395061728395
420031918001,2019,162,37.0,21.0,8.0,1.0,7.0,41,34,3.0,228.39506172839506,49.382716049382715,6.172839506172839,0.5675675675675675,0.25308641975308643
420031918003,2018,138,32.0,18.0,6.0,1.0,6.0,45,38,8.0,231.8840579710145,43.47826086956522,7.246376811594203,0.5625,0.32608695652173914
420031918003,2019,138,30.0,16.0,2.0,1.0,1.0,45,38,7.0,217.3913043478261,14.492753623188406,7.246376811594203,0.5333333333333333,0.32608695652173914
420031918004,2019,155,63.0,31.0,11.0,1.0,10.0,65,59,11.0,406.4516129032258,70.96774193548387,6.451612903225806,0.49206349206349204,0.41935483870967744
420031918005,2016,149,34.0,16.0,3.0,1.0,9.0,48,44,5.0,228.18791946308724,20.13422818791946,6.7114093959731544,0.47058823529411764,0.3221476510067114
420031918005,2017,149,26.0,13.0,5.0,1.0,2.0,47,45,5.0,174.49664429530202,33.557046979865774,6.7114093959731544,0.5,0.31543624161073824
420031918005,2018,149,44.0,16.0,11.0,1.0,4.0,54,52,5.0,295.3020134228188,73.8255033557047,6.7114093959731544,0.36363636363636365,0.3624161073825503
